# EPOCH_SEC  ENERGY_J  POWER_W
1484596894.835088 940716.000000 132.560000
1484596894.953327 940716.000000 132.190000
1484596895.057827 940716.000000 132.700000
1484596895.167349 940716.000000 132.930000
1484596895.284380 940716.000000 132.750000
1484596895.388827 940716.000000 133.080000
1484596895.493344 940716.000000 133.240000
1484596895.612525 940716.000000 133.040000
1484596895.717119 940716.000000 132.750000
1484596895.821699 940716.000000 132.320000
1484596895.936269 940716.000000 133.000000
1484596896.040824 940716.000000 132.550000
1484596896.145353 940716.000000 132.910000
1484596896.263495 940716.000000 132.810000
1484596896.370202 940716.000000 132.690000
1484596896.474698 940716.000000 132.600000
1484596896.593145 940716.000000 132.800000
1484596896.697700 940716.000000 132.830000
1484596896.802197 940716.000000 132.810000
1484596896.922028 940716.000000 132.750000
1484596897.026555 940716.000000 132.700000
1484596897.131088 940716.000000 132.450000
1484596897.251511 940716.000000 132.810000
1484596897.355950 940716.000000 133.080000
1484596897.460464 940716.000000 133.130000
1484596897.583375 940716.000000 132.900000
1484596897.687829 940716.000000 132.640000
1484596897.792471 940716.000000 132.680000
1484596897.912144 940716.000000 132.870000
1484596898.016700 940716.000000 132.420000
1484596898.121343 940716.000000 132.930000
1484596898.236073 940716.000000 133.000000
1484596898.340537 940716.000000 132.840000
1484596898.445091 940716.000000 133.010000
1484596898.563295 940716.000000 132.510000
1484596898.670191 940716.000000 132.740000
1484596898.774703 940716.000000 132.960000
1484596898.893150 940716.000000 132.620000
1484596898.997698 940716.000000 132.950000
1484596899.102365 940716.000000 133.120000
1484596899.222086 940716.000000 132.970000
1484596899.326569 940716.000000 132.780000
1484596899.431090 940716.000000 133.170000
1484596899.551512 940716.000000 133.320000
1484596899.656091 940716.000000 132.820000
1484596899.760535 940716.000000 132.760000
1484596899.883730 940716.000000 132.120000
1484596899.988208 940716.000000 132.660000
1484596900.092835 940716.000000 132.880000
1484596900.212306 940716.000000 132.960000
1484596900.316824 940716.000000 132.770000
1484596900.421345 940716.000000 132.530000
1484596900.536098 940716.000000 132.860000
1484596900.640708 940716.000000 134.300000
1484596900.745202 940716.000000 132.290000
1484596900.863365 940716.000000 132.650000
1484596900.973336 940716.000000 133.600000
1484596901.077825 940716.000000 133.710000
1484596901.194615 940716.000000 132.850000
1484596901.299092 940716.000000 134.240000
1484596901.403525 940716.000000 134.920000
1484596901.522669 940716.000000 134.330000
1484596901.627205 940716.000000 133.830000
1484596901.731827 940716.000000 132.480000
1484596901.846323 940716.000000 132.620000
1484596901.950825 940716.000000 133.930000
1484596902.055347 940716.000000 140.760000
1484596902.173495 940716.000000 138.040000
1484596902.277950 940716.000000 137.950000
1484596902.382461 940716.000000 137.210000
1484596902.502143 940716.000000 137.290000
1484596902.606703 940716.000000 137.400000
1484596902.711345 940716.000000 137.570000
1484596902.826162 940716.000000 137.770000
1484596902.930700 940716.000000 137.670000
1484596903.035203 940716.000000 137.670000
1484596903.153415 940716.000000 137.460000
1484596903.257950 940716.000000 137.850000
1484596903.367467 940716.000000 137.200000
1484596903.484448 940716.000000 138.270000
1484596903.588947 940716.000000 138.140000
1484596903.693469 940716.000000 137.940000
1484596903.812572 940716.000000 137.260000
1484596903.917091 940716.000000 137.600000
1484596904.021677 940716.000000 138.110000
1484596904.136266 940716.000000 137.060000
1484596904.240824 940716.000000 137.450000
1484596904.345349 940716.000000 137.620000
1484596904.463427 940716.000000 136.780000
1484596904.570196 940716.000000 137.400000
1484596904.674716 940716.000000 137.620000
1484596904.793142 940716.000000 137.090000
1484596904.897701 940716.000000 137.790000
1484596905.002346 940716.000000 137.680000
1484596905.122119 940716.000000 138.000000
1484596905.226563 940716.000000 137.000000
1484596905.331090 940716.000000 136.360000
1484596905.451511 940716.000000 137.650000
1484596905.556090 940716.000000 135.930000
1484596905.660671 940716.000000 132.690000
1484596905.784848 940716.000000 132.530000
1484596905.889346 940716.000000 132.420000
1484596905.993828 940716.000000 132.560000
