# EPOCH_SEC  ENERGY_J  POWER_W
1484596821.198173 940716.000000 132.460000
1484596821.302678 940716.000000 132.440000
1484596821.422247 940716.000000 132.490000
1484596821.526804 940716.000000 132.870000
1484596821.631447 940716.000000 132.670000
1484596821.746151 940716.000000 131.670000
1484596821.850675 940716.000000 132.130000
1484596821.955171 940716.000000 132.390000
1484596822.073371 940716.000000 132.350000
1484596822.177927 940716.000000 132.610000
1484596822.282500 940716.000000 132.480000
1484596822.402135 940716.000000 132.370000
1484596822.506678 940716.000000 132.280000
1484596822.611172 940716.000000 132.240000
1484596822.726080 940716.000000 132.320000
1484596822.830661 940716.000000 131.940000
1484596822.935171 940716.000000 132.240000
1484596823.053361 940716.000000 132.180000
1484596823.157926 940716.000000 132.300000
1484596823.267318 940716.000000 132.770000
1484596823.384374 940716.000000 132.020000
1484596823.488920 940716.000000 132.450000
1484596823.593445 940716.000000 132.350000
1484596823.712580 940716.000000 132.140000
1484596823.817070 940716.000000 132.310000
1484596823.921659 940716.000000 132.190000
1484596824.036267 940716.000000 132.460000
1484596824.140800 940716.000000 132.710000
1484596824.245317 940716.000000 132.020000
1484596824.363422 940716.000000 131.850000
1484596824.470529 940716.000000 132.520000
1484596824.575050 940716.000000 133.750000
1484596824.693310 940716.000000 134.400000
1484596824.797795 940716.000000 131.520000
1484596824.902317 940716.000000 132.280000
1484596825.022084 940716.000000 132.160000
1484596825.126560 940716.000000 132.230000
1484596825.231047 940716.000000 132.330000
1484596825.351640 940716.000000 132.590000
1484596825.456177 940716.000000 132.030000
1484596825.560675 940716.000000 132.810000
1484596825.683467 940716.000000 132.010000
1484596825.787922 940716.000000 132.070000
1484596825.892434 940716.000000 132.620000
1484596826.012137 940716.000000 131.720000
1484596826.116684 940716.000000 133.030000
1484596826.221324 940716.000000 134.600000
1484596826.336416 940716.000000 131.640000
1484596826.440927 940716.000000 131.870000
1484596826.545403 940716.000000 132.240000
1484596826.663481 940716.000000 132.290000
1484596826.770550 940716.000000 131.740000
1484596826.875050 940716.000000 131.980000
1484596826.993305 940716.000000 132.090000
1484596827.097799 940716.000000 131.970000
1484596827.202447 940716.000000 131.560000
1484596827.322137 940716.000000 132.570000
1484596827.426686 940716.000000 132.280000
1484596827.531320 940716.000000 132.370000
1484596827.646104 940716.000000 132.250000
1484596827.750686 940716.000000 132.260000
1484596827.855175 940716.000000 132.160000
1484596827.973383 940716.000000 131.780000
1484596828.077923 940716.000000 131.920000
1484596828.182449 940716.000000 132.010000
1484596828.302136 940716.000000 132.080000
1484596828.409539 940716.000000 132.210000
1484596828.514048 940716.000000 132.410000
1484596828.632851 940716.000000 132.150000
1484596828.737321 940716.000000 131.820000
1484596828.841925 940716.000000 132.060000
1484596828.956378 940716.000000 132.710000
1484596829.060923 940716.000000 131.920000
1484596829.170156 940716.000000 132.150000
1484596829.285608 940716.000000 132.110000
1484596829.390075 940716.000000 132.510000
1484596829.494501 940716.000000 132.470000
1484596829.613087 940716.000000 132.570000
1484596829.717675 940716.000000 132.200000
1484596829.822325 940716.000000 132.310000
1484596829.942085 940716.000000 132.120000
1484596830.046543 940716.000000 132.300000
1484596830.151050 940716.000000 132.300000
1484596830.271490 940716.000000 132.120000
1484596830.375925 940716.000000 132.150000
1484596830.480448 940716.000000 132.940000
1484596830.595709 940716.000000 132.280000
1484596830.700179 940716.000000 132.060000
1484596830.804681 940716.000000 132.180000
1484596830.923146 940716.000000 132.540000
1484596831.027679 940716.000000 132.170000
1484596831.132319 940716.000000 131.880000
1484596831.252087 940716.000000 132.210000
1484596831.356506 940716.000000 132.700000
1484596831.461048 940716.000000 132.740000
1484596831.589241 940716.000000 132.620000
1484596831.693801 940716.000000 132.320000
1484596831.798323 940716.000000 132.650000
1484596831.920346 940716.000000 132.390000
1484596832.024799 940716.000000 132.180000
1484596832.129322 940716.000000 132.530000
1484596832.250723 940716.000000 131.910000
1484596832.355165 940716.000000 132.370000
1484596832.459694 940716.000000 132.140000
1484596832.583431 940716.000000 134.410000
1484596832.687924 940716.000000 132.250000
1484596832.792540 940716.000000 132.420000
1484596832.912186 940716.000000 133.250000
1484596833.016679 940716.000000 131.890000
1484596833.121327 940716.000000 131.730000
1484596833.236081 940716.000000 131.920000
1484596833.340514 940716.000000 132.180000
1484596833.445075 940716.000000 132.400000
1484596833.563323 940716.000000 132.810000
1484596833.670545 940716.000000 132.070000
1484596833.775049 940716.000000 132.440000
1484596833.893305 940716.000000 132.360000
1484596833.997813 940716.000000 132.570000
1484596834.102448 940716.000000 132.330000
1484596834.222132 940716.000000 131.880000
1484596834.326682 940716.000000 132.270000
1484596834.431187 940716.000000 132.640000
1484596834.546050 940716.000000 132.260000
1484596834.650515 940716.000000 132.250000
1484596834.755051 940716.000000 132.770000
1484596834.873321 940716.000000 134.010000
1484596834.977805 940716.000000 132.120000
1484596835.082320 940716.000000 131.650000
1484596835.202087 940716.000000 132.440000
1484596835.306507 940716.000000 132.400000
1484596835.411072 940716.000000 131.970000
1484596835.531500 940716.000000 132.710000
1484596835.636073 940716.000000 132.710000
1484596835.740660 940716.000000 131.610000
1484596835.855814 940716.000000 132.340000
1484596835.960455 940716.000000 132.300000
1484596836.069803 940716.000000 132.190000
1484596836.185439 940716.000000 132.110000
1484596836.289926 940716.000000 132.390000
1484596836.394414 940716.000000 131.670000
1484596836.513036 940716.000000 132.230000
1484596836.617513 940716.000000 132.450000
1484596836.722049 940716.000000 132.410000
1484596836.841947 940716.000000 131.880000
1484596836.946451 940716.000000 132.350000
1484596837.051079 940716.000000 131.720000
1484596837.171455 940716.000000 132.480000
1484596837.275930 940716.000000 132.470000
1484596837.380448 940716.000000 132.030000
1484596837.495723 940716.000000 132.740000
1484596837.600328 940716.000000 132.490000
1484596837.704819 940716.000000 131.490000
1484596837.823192 940716.000000 132.420000
1484596837.927690 940716.000000 132.450000
1484596838.032323 940716.000000 132.510000
1484596838.152094 940716.000000 131.720000
1484596838.256543 940716.000000 131.650000
1484596838.361070 940716.000000 132.790000
1484596838.489230 940716.000000 132.110000
1484596838.593806 940716.000000 132.280000
1484596838.698322 940716.000000 132.440000
1484596838.820344 940716.000000 132.470000
1484596838.924807 940716.000000 132.390000
1484596839.029328 940716.000000 132.090000
1484596839.150733 940716.000000 132.310000
1484596839.255175 940716.000000 132.460000
1484596839.359682 940716.000000 132.140000
1484596839.484491 940716.000000 132.710000
1484596839.589070 940716.000000 132.370000
1484596839.693512 940716.000000 132.130000
1484596839.812644 940716.000000 132.150000
1484596839.917182 940716.000000 132.400000
1484596840.021807 940716.000000 132.450000
1484596840.136320 940716.000000 132.410000
1484596840.240922 940716.000000 132.160000
1484596840.345448 940716.000000 132.420000
1484596840.463483 940716.000000 132.090000
1484596840.570434 940716.000000 131.940000
1484596840.674931 940716.000000 132.460000
1484596840.793253 940716.000000 132.290000
1484596840.897812 940716.000000 131.850000
1484596841.002444 940716.000000 132.120000
1484596841.122129 940716.000000 132.330000
1484596841.226678 940716.000000 132.350000
1484596841.331180 940716.000000 132.200000
1484596841.446085 940716.000000 132.290000
1484596841.550662 940716.000000 133.360000
1484596841.655175 940716.000000 133.720000
1484596841.773369 940716.000000 132.550000
1484596841.877927 940716.000000 132.630000
1484596841.982454 940716.000000 131.930000
1484596842.102136 940716.000000 132.320000
1484596842.206682 940716.000000 132.020000
1484596842.311321 940716.000000 132.210000
1484596842.431638 940716.000000 132.750000
1484596842.536179 940716.000000 132.090000
1484596842.640685 940716.000000 132.280000
1484596842.755814 940716.000000 131.830000
1484596842.860331 940716.000000 132.300000
1484596842.972800 940716.000000 132.010000
1484596843.092294 940716.000000 132.650000
1484596843.196806 940716.000000 132.610000
1484596843.301451 940716.000000 132.470000
1484596843.416171 940716.000000 132.700000
1484596843.520682 940716.000000 132.790000
1484596843.625169 940716.000000 133.740000
1484596843.743372 940716.000000 133.150000
1484596843.847929 940716.000000 131.450000
1484596843.952534 940716.000000 132.370000
1484596844.072181 940716.000000 131.740000
1484596844.176684 940716.000000 132.260000
1484596844.281179 940716.000000 132.070000
1484596844.396046 940716.000000 132.510000
1484596844.500545 940716.000000 132.240000
1484596844.605076 940716.000000 131.970000
1484596844.723301 940716.000000 132.000000
1484596844.827804 940716.000000 131.720000
1484596844.932462 940716.000000 132.360000
1484596845.052151 940716.000000 132.230000
1484596845.156686 940716.000000 132.230000
1484596845.261178 940716.000000 132.520000
1484596845.389245 940716.000000 132.450000
1484596845.493805 940716.000000 132.650000
1484596845.598328 940716.000000 132.630000
1484596845.720344 940716.000000 131.580000
1484596845.824805 940716.000000 131.870000
1484596845.929329 940716.000000 132.080000
1484596846.050727 940716.000000 131.990000
1484596846.155186 940716.000000 132.270000
1484596846.259680 940716.000000 132.270000
1484596846.383085 940716.000000 132.380000
1484596846.487543 940716.000000 132.500000
1484596846.592071 940716.000000 131.930000
1484596846.711970 940716.000000 131.790000
1484596846.816455 940716.000000 131.580000
1484596846.921076 940716.000000 132.000000
1484596847.041496 940716.000000 132.020000
1484596847.146074 940716.000000 132.470000
1484596847.250511 940716.000000 132.330000
1484596847.365765 940716.000000 132.410000
1484596847.470455 940716.000000 132.600000
