# EPOCH_SEC  ENERGY_J  POWER_W
1484596761.877890 940716.000000 132.730000
1484596761.982430 940716.000000 132.110000
1484596762.102131 940716.000000 132.210000
1484596762.209512 940716.000000 132.810000
1484596762.314026 940716.000000 132.630000
1484596762.432877 940716.000000 132.290000
1484596762.537424 940716.000000 132.210000
1484596762.642023 940716.000000 132.690000
1484596762.756429 940716.000000 132.370000
1484596762.860902 940716.000000 132.440000
1484596762.973422 940716.000000 132.160000
1484596763.092569 940716.000000 132.550000
1484596763.197041 940716.000000 132.820000
1484596763.301594 940716.000000 132.560000
1484596763.416253 940716.000000 132.360000
1484596763.520778 940716.000000 132.870000
1484596763.625298 940716.000000 133.080000
1484596763.743412 940716.000000 132.470000
1484596763.847901 940716.000000 132.170000
1484596763.952521 940716.000000 132.590000
1484596764.072173 940716.000000 132.450000
1484596764.176657 940716.000000 132.580000
1484596764.281163 940716.000000 132.770000
1484596764.396073 940716.000000 132.640000
1484596764.500658 940716.000000 132.280000
1484596764.605151 940716.000000 132.060000
1484596764.723354 940716.000000 132.370000
1484596764.827904 940716.000000 132.440000
1484596764.932537 940716.000000 132.950000
1484596765.052169 940716.000000 132.030000
1484596765.156656 940716.000000 132.640000
1484596765.261177 940716.000000 132.660000
1484596765.389276 940716.000000 132.540000
1484596765.493772 940716.000000 132.720000
